13448,0.0,0
13449,0.0,0
13450,0.0,0
13461,0.0,1
13474,0.0,0
13475,0.0,0
13479,0.0,0
13482,0.0,0
13489,0.0,1
13492,0.0,0
13493,0.0,1
13510,0.0,1
13526,0.0,0
13531,0.0,0
13534,0.0,0
13536,0.0,0
13544,0.0,0
13545,0.0,0
13551,0.0,0
13575,0.0,0
13579,0.0,0
13582,0.0,0
13585,0.0,0
13590,0.0,0
13604,0.0,0
13610,0.0,0
13615,0.0,0
13617,0.0,0
13618,0.0,0
13625,0.0,0
13629,0.0,0
13652,0.0,0
13653,0.0,0
13657,0.0,1
13660,0.0,1
13661,0.0,0
13666,0.0,0
13674,0.0,0
13679,0.0,0
13690,0.0,0
13695,0.0,0
13706,0.0,0
13714,0.0,1
13720,0.0,0
13721,0.0,1
13722,0.0,0
13734,0.0,0
13738,0.0,0
13741,0.0,0
13742,0.0,1
13761,0.0,1
13768,0.0,0
13776,0.0,0
13788,0.0,1
13789,0.0,0
13790,0.0,0
13799,0.0,1
13801,0.0,0
13805,0.0,1
13813,0.0,1
13819,0.0,0
13834,0.0,0
13836,0.0,0
13840,0.0,0
13841,0.0,0
13855,0.0,0
13857,0.0,0
13862,0.0,0
13871,0.0,0
13873,0.0,0
13881,0.0,0
13882,0.0,0
13885,0.0,0
13896,0.0,0
13902,0.0,0
13905,0.0,0
13920,0.0,0
13925,0.0,0
13927,0.0,0
13942,0.0,0
13949,0.0,0
13951,0.0,0
13953,0.0,0
13956,0.0,0
13968,0.0,0
13970,0.0,0
13978,0.0,0
13985,0.0,0
14004,0.0,0
14008,0.0,0
14009,0.0,0
14014,0.0,1
14017,0.0,0
14018,0.0,1
14020,0.0,0
14022,0.0,0
14024,0.0,0
14027,0.0,0
14031,0.0,0
14035,0.0,0
14039,0.0,0
14041,0.0,0
14044,0.0,0
14049,0.0,0
14065,0.0,0
14066,0.0,0
14077,0.0,0
14081,0.0,1
14082,0.0,0
14084,0.0,0
14093,0.0,0
14108,0.0,0
14114,0.0,0
14118,0.0,0
14120,0.0,0
14121,0.0,0
14124,0.0,0
14126,0.0,0
14131,0.0,0
14133,0.0,1
14135,0.0,0
14137,0.0,0
14153,0.0,0
14158,0.0,0
14163,0.0,0
14177,0.0,0
14178,0.0,0
14181,0.0,0
14186,0.0,0
14189,0.0,0
14192,0.0,0
14195,0.0,0
14201,0.0,1
14204,0.0,0
14205,0.0,0
14206,0.0,0
14210,0.0,0
14216,0.0,0
14217,0.0,0
14223,0.0,0
14227,0.0,0
14228,0.0,0
14233,0.0,0
14234,0.0,0
14238,0.0,0
14239,0.0,0
14241,0.0,0
14242,0.0,0
14265,0.0,0
14266,0.0,0
14276,0.0,0
14280,0.0,0
14294,0.0,1
14297,0.0,0
14305,0.0,0
14317,0.0,1
14321,0.0,0
14333,0.0,0
14347,0.0,0
14356,0.0,0
14360,0.0,0
14371,0.0,0
14382,0.0,0
14383,0.0,1
14387,0.0,0
14389,0.0,0
14401,0.0,0
14416,0.0,0
14418,0.0,0
14432,0.0,1
14434,0.0,0
14436,0.0,1
14441,0.0,0
14450,0.0,1
14460,0.0,0
14469,0.0,0
14476,0.0,0
14485,0.0,0
14487,0.0,0
14501,0.0,0
14503,0.0,0
14506,0.0,0
14530,0.0,0
14533,0.0,0
14534,0.0,0
14541,0.0,0
14543,0.0,0
14560,0.0,0
14566,0.0,0
14570,0.0,1
14578,0.0,0
14583,0.0,0
14587,0.0,1
14588,0.0,0
14612,0.0,0
14613,0.0,0
14616,0.0,1
14622,0.0,0
14624,0.0,0
14626,0.0,0
14630,0.0,0
14635,0.0,0
14637,0.0,0
14650,0.0,0
14653,0.0,0
14660,0.0,0
14666,0.0,0
14675,0.0,0
14681,0.0,0
14682,0.0,0
14690,0.0,0
14700,0.0,0
14702,0.0,0
14704,0.0,0
14708,0.0,1
14719,0.0,0
14725,0.0,0
14729,0.0,1
14730,0.0,0
14735,0.0,1
14738,0.0,0
14739,0.0,0
14750,0.0,0
14751,0.0,0
14755,0.0,0
14769,0.0,0
14782,0.0,0
14789,0.0,0
14790,0.0,1
14793,0.0,0
14794,0.0,0
14797,0.0,0
14805,0.0,0
14806,0.0,0
14807,0.0,0
14814,0.0,0
14818,0.0,0
14824,0.0,0
14829,0.0,0
14831,0.0,0
14839,0.0,0
14845,0.0,0
14853,0.0,1
