procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 3676648 1660520 16496448    0    0     0    76 2817 2030 30  0 70  0  0 2018-03-21 09:15:57
 7  0  16592 3676972 1660520 16496456    0    0     0     0 2755 2126 30  0 70  0  0 2018-03-21 09:15:58
 7  0  16592 3677352 1660520 16496488    0    0     0     0 2845 3218 31  0 69  0  0 2018-03-21 09:15:59
 7  0  16592 3677392 1660520 16496492    0    0     0     6 2805 1800 30  0 70  0  0 2018-03-21 09:16:00
 8  0  16592 3677644 1660520 16496520    0    0     0    55 2836 2306 30  0 70  0  0 2018-03-21 09:16:01
10  0  16592 3680088 1660524 16496524    0    0     0    60 3076 2532 31  0 69  0  0 2018-03-21 09:16:02
 8  0  16592 3679584 1660524 16496552    0    0     0    23 2913 2863 31  0 69  0  0 2018-03-21 09:16:03
 8  0  16592 3679716 1660524 16496576    0    0     0     0 2786 1739 29  0 70  0  0 2018-03-21 09:16:04
 7  0  16592 3679332 1660524 16496608    0    0     0     0 2903 2720 30  0 70  0  0 2018-03-21 09:16:05
 7  0  16592 3679024 1660524 16496628    0    0     0   139 3033 3034 31  0 69  0  0 2018-03-21 09:16:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 8  0  16592 3679040 1660524 16496636    0    0     0   100 2818 2331 29  0 70  0  0 2018-03-21 09:16:07
 7  0  16592 3678860 1660524 16496648    0    0     0   119 2868 1772 30  0 70  0  0 2018-03-21 09:16:08
 8  0  16592 3678472 1660524 16496660    0    0     0     0 2916 2575 30  0 69  0  0 2018-03-21 09:16:09
 7  0  16592 3678652 1660524 16496664    0    0     0   168 2978 3017 31  0 69  0  0 2018-03-21 09:16:10
 7  0  16592 3678144 1660524 16496672    0    0     0    64 2824 1805 30  0 70  0  0 2018-03-21 09:16:11
 7  0  16592 3678820 1660524 16496692    0    0     0     0 2836 2408 30  0 70  0  0 2018-03-21 09:16:12
 7  0  16592 3678540 1660524 16496708    0    0     0   149 3032 2932 31  0 69  0  0 2018-03-21 09:16:13
 7  0  16592 3678704 1660524 16496712    0    0     0     0 2916 2780 31  0 69  0  0 2018-03-21 09:16:14
 7  0  16592 3677700 1660524 16496732    0    0     0     0 2916 2222 30  0 70  0  0 2018-03-21 09:16:15
 7  0  16592 3678080 1660524 16496752    0    0     0    84 2911 3222 31  0 69  0  0 2018-03-21 09:16:16
 7  0  16592 3679012 1660524 16496768    0    0     0     0 2882 2486 31  0 69  0  0 2018-03-21 09:16:17
 7  0  16592 3679192 1660532 16496784    0    0     0   121 2809 1925 29  0 70  1  0 2018-03-21 09:16:18
 7  0  16592 3679624 1660532 16496804    0    0     0    74 2859 2362 30  0 70  0  0 2018-03-21 09:16:19
 7  0  16592 3676760 1660532 16496824    0    0     0    30 2940 2876 31  0 69  0  0 2018-03-21 09:16:20
 7  0  16592 3676320 1660532 16496848    0    0     0   128 2866 2213 30  0 70  0  0 2018-03-21 09:16:21
 7  0  16592 3675820 1660532 16496876    0    0     0     0 2843 2050 29  0 70  0  0 2018-03-21 09:16:22
 9  0  16592 3675416 1660536 16496880    0    0     0    77 2958 2692 31  0 69  0  0 2018-03-21 09:16:23
 7  0  16592 3676564 1660536 16496900    0    0     0    37 3166 3078 31  0 69  0  0 2018-03-21 09:16:24
 7  0  16592 3676448 1660536 16496932    0    0     0     1 2775 1406 29  0 71  0  0 2018-03-21 09:16:25
 7  0  16592 3675036 1660536 16496944    0    0     0   177 3083 2497 30  0 70  0  0 2018-03-21 09:16:26
 7  0  16592 3676412 1660536 16496980    0    0     0     1 2845 2362 30  0 70  0  0 2018-03-21 09:16:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 3675792 1660540 16496992    0    0     0    55 3019 3073 30  0 69  0  0 2018-03-21 09:16:28
 7  0  16592 3677040 1660540 16497008    0    0     0     5 2957 1770 29  0 71  0  0 2018-03-21 09:16:29
 7  0  16592 3676100 1660540 16497032    0    0     0     1 2952 3053 30  0 70  0  0 2018-03-21 09:16:30
 7  0  16592 3676760 1660540 16497048    0    0     0     4 2955 2311 30  0 69  0  0 2018-03-21 09:16:31
 7  0  16592 3676920 1660540 16497048    0    0     0    22 2900 2270 30  0 70  0  0 2018-03-21 09:16:32
 7  0  16592 3676616 1660544 16497068    0    0     0    61 2867 2227 30  0 70  0  0 2018-03-21 09:16:33
 7  0  16592 3676612 1660544 16497080    0    0     0     0 2894 3028 31  0 69  0  0 2018-03-21 09:16:34
 7  0  16592 3676824 1660544 16497060    0    0     0     0 2785 2161 30  0 70  0  0 2018-03-21 09:16:35
 7  0  16592 3676984 1660544 16497124    0    0     0   117 2941 2253 30  0 70  0  0 2018-03-21 09:16:36
 7  0  16592 3676628 1660544 16497128    0    0     0     4 2765 2533 30  0 70  0  0 2018-03-21 09:16:37
 7  0  16592 3676476 1660552 16497140    0    0     0    39 3301 2585 30  0 70  0  0 2018-03-21 09:16:38
 7  0  16592 3676404 1660552 16497176    0    0     0    34 2966 2623 30  0 69  0  0 2018-03-21 09:16:39
 7  0  16592 3676236 1660552 16497200    0    0     0   174 2942 2055 30  0 70  0  0 2018-03-21 09:16:40
 7  0  16592 3675964 1660552 16497216    0    0     0     4 2766 2481 31  0 69  0  0 2018-03-21 09:16:41
 7  0  16592 3676012 1660552 16497212    0    0     0   139 3072 2529 30  0 70  0  0 2018-03-21 09:16:42
 7  0  16592 3676116 1660556 16497216    0    0     0    81 2888 2976 30  0 69  0  0 2018-03-21 09:16:43
 7  0  16592 3676260 1660556 16497228    0    0     0     0 2689 1727 30  0 70  0  0 2018-03-21 09:16:44
 7  0  16592 3677132 1660556 16497284    0    0     0    58 2997 2960 31  0 69  0  0 2018-03-21 09:16:45
 7  0  16592 3677148 1660556 16497284    0    0     0    34 2785 1531 29  0 71  0  0 2018-03-21 09:16:46
 7  0  16592 3677032 1660556 16497300    0    0     0   144 2918 2692 30  0 70  0  0 2018-03-21 09:16:47
 7  0  16592 3676692 1660556 16497308    0    0     0    51 2885 2087 30  0 70  0  0 2018-03-21 09:16:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 3676096 1660556 16497312    0    0     0     4 2856 2437 30  0 70  0  0 2018-03-21 09:16:49
 7  0  16592 3676204 1660556 16497348    0    0     0     0 2826 1891 30  0 70  0  0 2018-03-21 09:16:50
 7  0  16592 3675420 1660556 16497340    0    0     0    37 2813 3374 30  0 69  0  0 2018-03-21 09:16:51
 7  0  16592 3675272 1660556 16497360    0    0     0     1 2808 2130 30  0 70  0  0 2018-03-21 09:16:52
 7  0  16592 3674240 1660564 16497408    0    0     0  4176 3439 4462 32  0 66  2  0 2018-03-21 09:16:53
 7  0  16592 3673396 1660564 16497428    0    0     0     5 2905 2898 30  0 69  0  0 2018-03-21 09:16:54
 7  0  16592 3671900 1660564 16497464    0    0     0     0 2978 5823 31  0 68  0  0 2018-03-21 09:16:55
 7  0  16592 3671156 1660564 16497476    0    0     0   128 2965 2714 31  0 69  0  0 2018-03-21 09:16:56
 7  0  16592 3670460 1660564 16497496    0    0     0   195 3016 6104 32  0 68  0  0 2018-03-21 09:16:57
 7  0  16592 3670184 1660564 16497508    0    0     0    96 2913 2712 30  0 69  0  0 2018-03-21 09:16:58
 7  0  16592 3672556 1660564 16497516    0    0     0     5 2883 3930 30  0 70  0  0 2018-03-21 09:16:59
 8  0  16592 3671812 1660564 16497532    0    0     0     0 2882 3744 31  0 69  0  0 2018-03-21 09:17:00
 7  0  16592 3670684 1660564 16497536    0    0     0    13 2910 2962 30  0 69  0  0 2018-03-21 09:17:01
 7  0  16592 3670368 1660564 16497564    0    0     0    41 3010 4391 32  0 67  0  0 2018-03-21 09:17:02
 7  0  16592 3670348 1660564 16497576    0    0     0     0 2975 3571 32  0 68  0  0 2018-03-21 09:17:03
 7  0  16592 3670124 1660572 16497604    0    0     0    56 2901 2842 31  0 69  0  0 2018-03-21 09:17:04
 7  0  16592 3670092 1660572 16497632    0    0     0    61 2827 2216 30  0 70  0  0 2018-03-21 09:17:05
 7  0  16592 3671760 1660572 16497648    0    0     0     0 2927 2395 30  0 70  0  0 2018-03-21 09:17:06
 7  0  16592 3669116 1660572 16497652    0    0     0    24 2764 2063 30  0 70  0  0 2018-03-21 09:17:07
 7  0  16592 3669116 1660572 16497672    0    0     0     0 2862 2770 31  0 69  0  0 2018-03-21 09:17:08
 7  0  16592 3668456 1660576 16497692    0    0     0    35 2842 2107 30  0 70  0  0 2018-03-21 09:17:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 7  0  16592 3668596 1660576 16497712    0    0     0    21 2778 2231 30  0 70  0  0 2018-03-21 09:17:10
25  0  16592 3667648 1660576 16497736    0    0     0   169 2960 2020 30  0 70  0  0 2018-03-21 09:17:11
 7  0  16592 3656820 1660576 16497776    0    0     0   151 3012 3875 32  0 68  0  0 2018-03-21 09:17:12
 7  0  16592 3656700 1660576 16497800    0    0     0     5 2767 1555 30  0 70  0  0 2018-03-21 09:17:13
 7  0  16592 3656360 1660576 16497796    0    0     0    51 2822 2292 29  0 71  0  0 2018-03-21 09:17:14
 7  0  16592 3656324 1660576 16497804    0    0     0     4 2936 2476 30  0 70  0  0 2018-03-21 09:17:15
 7  1  16592 3656200 1660576 16497824    0    0     0    16 2763 2619 30  0 69  0  0 2018-03-21 09:17:16
 7  0  16592 3656068 1660576 16497832    0    0     0     0 2764 1539 29  0 71  0  0 2018-03-21 09:17:17
 7  0  16592 3656232 1660576 16497828    0    0     0   170 2999 3452 31  0 69  0  0 2018-03-21 09:17:18
 7  0  16592 3655736 1660584 16497832    0    0     0    47 2796 2019 30  0 70  0  0 2018-03-21 09:17:19
 7  0  16592 3655892 1660584 16497852    0    0     0     4 2889 2711 30  0 69  0  0 2018-03-21 09:17:20
 7  0  16592 3656256 1660584 16497852    0    0     0     0 2848 1628 30  0 70  0  0 2018-03-21 09:17:21
 9  0  16592 3652344 1660584 16497872    0    0     0     0 3068 2925 31  0 68  0  0 2018-03-21 09:17:22
 7  0  16592 3652100 1660584 16497880    0    0     0   126 2979 2555 30  0 69  0  0 2018-03-21 09:17:23
 7  0  16592 3651644 1660588 16497892    0    0     0    55 2848 2014 29  0 70  0  0 2018-03-21 09:17:24
 7  0  16592 3651768 1660588 16497920    0    0     0     4 2881 2251 30  0 70  0  0 2018-03-21 09:17:25
 8  0  16592 3649448 1660588 16497928    0    0     0     0 2984 2785 32  0 67  0  0 2018-03-21 09:17:26
 7  0  16592 3651340 1660588 16497956    0    0     0    18 2982 2701 31  0 69  0  0 2018-03-21 09:17:27
 7  1  16592 3654828 1660588 16497964    0    0     0   189 3033 1974 30  0 70  0  0 2018-03-21 09:17:28
 7  0  16592 3654980 1660592 16497996    0    0     0    48 2939 2685 30  0 69  0  0 2018-03-21 09:17:29
10  0  16592 3649996 1660592 16499252    0    0     0     4 3798 8826 35  0 65  0  0 2018-03-21 09:17:30
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
11  0  16592 3633604 1660592 16501472    0    0     0     0 4393 12348 40  1 59  0  0 2018-03-21 09:17:31
12  0  16592 3634868 1660592 16499604    0    0     0   122 3452 7768 35  0 64  0  0 2018-03-21 09:17:32
12  0  16592 3633940 1660592 16499640    0    0     0    82 3720 5773 40  0 60  0  0 2018-03-21 09:17:33
 7  0  16592 3631096 1660600 16499632    0    0     0   210 3378 3708 34  0 65  0  0 2018-03-21 09:17:34
 9  0  16592 3622168 1660600 16499676    0    0     0     5 3661 12535 40  0 59  0  0 2018-03-21 09:17:35
11  0  16592 3599204 1660600 16499588    0    0     0   184 3600 5951 41  0 58  0  0 2018-03-21 09:17:36
 6  0  16592 4754816 1660600 16499368    0    0     0   173 4727 6835 31  1 68  0  0 2018-03-21 09:17:37
 6  0  16592 4754832 1660600 16499368    0    0     0     5 2610 2082 26  0 74  0  0 2018-03-21 09:17:38
 6  0  16592 4755368 1660600 16499380    0    0     0    25 2627 2174 26  0 74  0  0 2018-03-21 09:17:39
 6  0  16592 4755864 1660600 16499276    0    0     0    96 2603 1923 25  0 74  0  0 2018-03-21 09:17:40
 6  0  16592 4756444 1660600 16499276    0    0     0     0 2508 2140 26  0 73  0  0 2018-03-21 09:17:41
 6  0  16592 4756992 1660600 16499156    0    0     0   725 2651 2473 26  0 73  0  0 2018-03-21 09:17:42
 6  0  16592 4757084 1660600 16499176    0    0     0   100 2483 1952 25  0 75  0  0 2018-03-21 09:17:43
 6  0  16592 4757516 1660600 16499096    0    0     0     4 2503 2333 26  0 73  0  0 2018-03-21 09:17:44
 7  0  16592 4758244 1660600 16499104    0    0     0    59 2603 2190 26  0 73  0  0 2018-03-21 09:17:45
 6  0  16592 4758664 1660600 16499016    0    0     0     0 2484 1971 26  0 74  0  0 2018-03-21 09:17:46
 6  0  16592 4758884 1660600 16499020    0    0     0    16 2423 1658 25  0 74  0  0 2018-03-21 09:17:47
 6  0  16592 4759096 1660600 16499032    0    0     0   248 2563 2678 26  0 73  0  0 2018-03-21 09:17:48
 6  0  16592 4759352 1660600 16498972    0    0     0     5 2467 1852 26  0 74  0  0 2018-03-21 09:17:49
 6  0  16592 4759684 1660600 16498892    0    0     0    47 2561 2379 25  0 74  0  0 2018-03-21 09:17:50
 6  0  16592 4759896 1660600 16498896    0    0     0     0 2480 1376 25  0 75  0  0 2018-03-21 09:17:51
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 6  0  16592 4761444 1660600 16498908    0    0     0     0 2628 2963 26  0 73  0  0 2018-03-21 09:17:52
 6  1  16592 4761036 1660600 16498852    0    0     0  1070 2666 1811 26  0 74  1  0 2018-03-21 09:17:53
 6  0  16592 4760244 1660600 16498832    0    0     0   259 2695 2423 26  0 73  1  0 2018-03-21 09:17:54
 6  0  16592 4759872 1660600 16498844    0    0     0    48 2587 1942 26  0 74  0  0 2018-03-21 09:17:55
 6  0  16592 4760184 1660600 16498864    0    0     0     9 2596 3106 27  0 73  0  0 2018-03-21 09:17:56
 6  0  16592 4760060 1660600 16498820    0    0     0     1 2402 1519 26  0 74  0  0 2018-03-21 09:17:57
 6  0  16592 4760024 1660600 16498784    0    0     0     0 2507 2275 26  0 74  0  0 2018-03-21 09:17:58
 6  0  16592 4760012 1660600 16498784    0    0     0   120 2555 2249 26  0 74  0  0 2018-03-21 09:17:59
 6  0  16592 4760592 1660600 16498784    0    0     0    47 2496 2098 26  0 74  0  0 2018-03-21 09:18:00
 6  0  16592 4760452 1660600 16498736    0    0     0    30 2467 1563 26  0 74  0  0 2018-03-21 09:18:01
 6  0  16592 4761640 1660600 16498680    0    0     0     0 2513 2686 27  0 73  0  0 2018-03-21 09:18:02
 6  0  16592 4761516 1660600 16498692    0    0     0    78 2571 1818 26  0 74  0  0 2018-03-21 09:18:03
 6  0  16592 4761744 1660600 16498708    0    0     0  2005 2620 2285 26  0 74  0  0 2018-03-21 09:18:04
 7  0  16592 4761376 1660608 16498720    0    0     0    71 2554 1775 26  0 74  0  0 2018-03-21 09:18:05
 6  0  16592 4764532 1660608 16498632    0    0     0     4 2516 2464 26  0 74  0  0 2018-03-21 09:18:06
 6  0  16592 4764284 1660608 16498636    0    0     0     0 2548 2359 26  0 73  0  0 2018-03-21 09:18:07
 6  0  16592 4764120 1660608 16498648    0    0     0    25 2646 2724 26  0 74  0  0 2018-03-21 09:18:08
 6  0  16592 4764760 1660608 16498660    0    0     0   102 2657 1742 25  0 75  0  0 2018-03-21 09:18:09
 7  1  16592 4764740 1660608 16498632    0    0     0     1 2530 2120 26  0 71  3  0 2018-03-21 09:18:10
 6  0  16592 4762824 1660612 16498640    0    0     0    51 2205 2096 20  0 70  9  0 2018-03-21 09:18:11
 6  0  16592 4762700 1660612 16498648    0    0     0     4 2510 1870 25  0 74  0  0 2018-03-21 09:18:12
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 6  0  16592 4763124 1660612 16498656    0    0     0   235 2602 2079 26  0 74  0  0 2018-03-21 09:18:13
 6  0  16592 4764144 1660612 16498672    0    0     0    72 2679 2515 26  0 74  0  0 2018-03-21 09:18:14
 6  0  16592 4763704 1660612 16498692    0    0     0    70 2575 1684 25  0 75  0  0 2018-03-21 09:18:15
 7  0  16592 4763876 1660620 16498708    0    0     0    51 2557 1781 25  0 74  0  0 2018-03-21 09:18:16
 6  0  16592 4762708 1660620 16498740    0    0     0     0 2670 2864 27  0 73  0  0 2018-03-21 09:18:17
 6  0  16592 4762984 1660620 16498740    0    0     0    16 2567 2114 26  0 74  0  0 2018-03-21 09:18:18
 6  0  16592 4763212 1660620 16498752    0    0     0     0 2522 1623 25  0 75  0  0 2018-03-21 09:18:19
 6  1  16592 4764040 1660620 16498764    0    0     0    17 2501 1959 26  0 74  0  0 2018-03-21 09:18:20
 6  0  16592 4766428 1660624 16498776    0    0     0    32 2662 2571 27  0 73  0  0 2018-03-21 09:18:21
 6  0  16592 4766484 1660624 16498744    0    0     0     4 2686 1947 25  0 74  0  0 2018-03-21 09:18:22
 6  0  16592 4766616 1660624 16498748    0    0     0    14 2538 1782 26  0 74  0  0 2018-03-21 09:18:23
 6  0  16592 4766704 1660624 16498768    0    0     0   203 2612 2542 26  0 73  0  0 2018-03-21 09:18:24
 6  0  16592 4767812 1660624 16498792    0    0     0    82 2643 2207 26  0 74  0  0 2018-03-21 09:18:25
 7  0  16592 4767704 1660624 16498804    0    0     0     0 2583 2014 26  0 74  0  0 2018-03-21 09:18:26
 6  0  16592 4767812 1660628 16498808    0    0     0    59 2694 1801 26  0 74  0  0 2018-03-21 09:18:27
 7  0  16592 4767812 1660628 16498824    0    0     0     0 2723 2780 27  0 73  0  0 2018-03-21 09:18:28
 6  0  16592 4767948 1660628 16498832    0    0     0    60 2495 1770 25  0 74  0  0 2018-03-21 09:18:29
 6  0  16592 4768552 1660628 16498832    0    0     0    49 2635 2489 26  0 74  0  0 2018-03-21 09:18:30
 6  0  16592 4768272 1660628 16498836    0    0     0     1 2576 1905 26  0 74  0  0 2018-03-21 09:18:31
 6  0  16592 4765856 1660628 16498856    0    0     0    51 2581 2449 26  0 74  0  0 2018-03-21 09:18:32
 6  0  16592 4765808 1660628 16498864    0    0     0    26 2539 1836 26  0 74  0  0 2018-03-21 09:18:33
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 6  0  16592 4765648 1660628 16498876    0    0     0     5 2603 2290 26  0 73  0  0 2018-03-21 09:18:34
 6  0  16592 4766376 1660628 16498916    0    0     0   194 2695 2180 26  0 74  0  0 2018-03-21 09:18:35
 6  0  16592 4765668 1660628 16498940    0    0     0     6 2592 1878 26  0 74  0  0 2018-03-21 09:18:36
 6  0  16592 4766692 1660632 16498984    0    0     0    86 2968 2604 26  0 73  0  0 2018-03-21 09:18:37
 6  0  16592 4766740 1660632 16498992    0    0     0     0 2548 1650 25  0 75  0  0 2018-03-21 09:18:38
 6  0  16592 4768956 1660632 16499032    0    0     0    77 2814 2588 26  0 74  0  0 2018-03-21 09:18:39
 6  0  16592 4768828 1660632 16499044    0    0     0     1 2497 2087 26  0 74  0  0 2018-03-21 09:18:40
